loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
3213,2,Graduate,No,5100,16500,12,845,24200,18000,22800,11400,Approved,76400
3214,1,Not Graduate,Yes,4300,16300,14,792,800,800,20400,8000,Rejected,30000
3215,4,Graduate,No,300,1200,18,544,1400,200,1600,200,Approved,3400
3216,2,Graduate,Yes,4000,13000,10,552,7400,3200,31200,6800,Approved,48600
3217,5,Not Graduate,No,3900,14900,12,837,2200,1000,28800,7200,Approved,39200
3218,0,Not Graduate,Yes,6900,21300,18,845,34800,11200,42800,13200,Approved,102000
3219,4,Not Graduate,Yes,7000,24100,10,677,37600,12000,43200,12600,Approved,105400
3220,1,Graduate,No,6300,18300,20,430,26000,2600,46000,18400,Approved,93000
3221,3,Graduate,Yes,8900,22500,12,887,46600,21600,67000,19000,Approved,154200
3222,0,Not Graduate,Yes,5700,19400,8,544,8600,12800,39800,11600,Approved,72800
3223,4,Not Graduate,Yes,5200,18300,10,355,800,7600,21200,6800,Rejected,36400
3224,4,Graduate,No,7400,17500,4,540,17600,15200,35800,7200,Approved,75800
3225,5,Graduate,No,6500,16000,14,444,2200,15800,46200,15800,Approved,80000
3226,3,Graduate,No,6200,14900,14,567,2400,18200,41600,17600,Approved,79800
3227,5,Not Graduate,Yes,2400,6500,20,513,12800,4200,10400,5200,Approved,32600
3228,0,Not Graduate,No,2500,7100,10,590,8000,1600,12200,5200,Approved,27000
3229,2,Graduate,Yes,2700,8500,20,368,9800,9000,11800,4200,Rejected,34800
3230,5,Not Graduate,No,3000,7600,6,413,4600,7000,22800,3400,Approved,37800
3231,4,Graduate,Yes,6100,13600,4,401,21400,4000,41000,7800,Approved,74200
3232,3,Graduate,No,1500,5400,18,687,400,800,9000,3400,Approved,13600
3233,2,Graduate,No,6500,14100,14,577,9200,24000,50200,7800,Approved,91200
3234,4,Not Graduate,No,200,700,10,576,1000,200,800,600,Approved,2600
3235,1,Not Graduate,No,9900,23400,16,687,56400,7400,59200,16400,Approved,139400
3236,4,Graduate,No,5500,11600,12,474,3600,4800,40200,11200,Approved,59800
3237,4,Graduate,No,1200,4400,6,709,5600,4600,8200,3400,Approved,21800
3238,4,Graduate,Yes,6900,20200,18,438,19200,12400,53600,11400,Approved,96600
3239,3,Graduate,Yes,8000,25300,4,306,44600,14600,48800,13200,Approved,121200
3240,3,Not Graduate,Yes,4100,13900,20,383,3800,4600,31600,7600,Rejected,47600
3241,2,Graduate,No,1400,4700,20,563,800,4600,5600,2800,Approved,13800
3242,4,Not Graduate,Yes,1600,3200,20,371,3200,4600,9200,2000,Rejected,19000
3243,1,Graduate,No,2100,4200,12,379,5400,4200,16200,5000,Rejected,30800
3244,1,Not Graduate,No,8800,30200,18,897,34200,15800,57400,22200,Approved,129600
3245,3,Not Graduate,Yes,7100,25400,10,725,41200,10600,32000,17200,Approved,101000
3246,1,Not Graduate,No,8600,31500,16,678,39400,26800,44400,10600,Approved,121200
3247,2,Not Graduate,Yes,5400,14800,6,724,2000,800,26200,10800,Approved,39800
3248,3,Graduate,Yes,1000,2500,6,808,5800,1200,4000,1000,Approved,12000
3249,0,Graduate,No,5400,18400,8,625,24200,6000,26000,9600,Approved,65800
3250,2,Graduate,No,4200,16800,4,771,13000,9000,21000,11600,Approved,54600
3251,2,Not Graduate,No,7500,22400,14,695,16200,7800,30600,18800,Approved,73400
3252,4,Graduate,No,1200,3300,2,564,4400,1000,9400,2200,Rejected,17000
3253,4,Graduate,Yes,6300,14500,10,349,7600,24600,33000,11400,Rejected,76600
3254,4,Graduate,Yes,300,900,4,797,600,800,1200,800,Approved,3400
3255,3,Graduate,No,7400,28800,8,391,40000,15800,47200,14400,Rejected,117400
3256,5,Not Graduate,No,2200,5400,12,833,9800,6600,14000,3200,Approved,33600
3257,5,Graduate,No,4000,9100,10,515,1200,12800,19800,11000,Approved,44800
3258,4,Graduate,Yes,2700,10400,16,671,12200,7400,11200,8000,Approved,38800
3259,0,Not Graduate,Yes,2000,6900,4,404,9800,3200,8400,6000,Approved,27400
3260,4,Not Graduate,No,6400,14800,6,537,4600,7400,37200,13000,Approved,62200
3261,5,Not Graduate,Yes,1400,5100,4,348,4200,1800,8000,2600,Approved,16600
3262,0,Not Graduate,Yes,2800,6300,12,647,8200,0,17400,4600,Approved,30200
3263,2,Not Graduate,Yes,8200,28700,14,316,46600,32200,35400,8600,Rejected,122800
3264,3,Not Graduate,No,9000,26700,14,638,10600,0,62600,10400,Approved,83600
3265,5,Not Graduate,Yes,800,2100,12,363,2400,2000,6200,1800,Rejected,12400
3266,4,Not Graduate,Yes,6100,21200,6,808,1400,14400,44600,12200,Approved,72600
3267,4,Not Graduate,Yes,2400,9400,2,871,7400,600,14200,7000,Rejected,29200
3268,4,Graduate,Yes,6000,17000,12,607,30600,6400,44200,7800,Approved,89000
3269,2,Not Graduate,Yes,7900,22500,6,571,16200,10600,35800,16200,Approved,78800
3270,3,Graduate,Yes,9500,25700,18,446,33800,27200,58600,20200,Approved,139800
3271,3,Not Graduate,Yes,1800,6400,20,436,3000,5800,8800,2600,Approved,20200
3272,3,Not Graduate,Yes,5800,14100,12,738,23400,8800,30800,16800,Approved,79800
3273,3,Graduate,No,2800,9400,10,519,14000,7000,15400,3000,Approved,39400
3274,3,Graduate,Yes,4000,8300,8,531,7400,14800,30400,11800,Approved,64400
3275,1,Not Graduate,No,1000,3400,18,578,4600,800,6200,2400,Approved,14000
3276,0,Graduate,No,9100,21100,20,578,11800,12400,67400,11200,Approved,102800
3277,0,Graduate,No,4600,18100,14,442,5600,400,31200,6600,Approved,43800
3278,2,Not Graduate,No,7800,16900,6,751,34800,12600,40800,23400,Approved,111600
3279,4,Graduate,Yes,6600,18800,10,353,33000,19000,40000,12400,Rejected,104400
3280,5,Not Graduate,No,9800,26600,12,664,10400,5800,45000,28200,Approved,89400
3281,1,Graduate,No,7400,26600,18,505,4400,4800,44800,7800,Approved,61800
3282,3,Graduate,Yes,4300,16600,10,571,11400,7400,25600,11600,Approved,56000
3283,2,Not Graduate,Yes,9800,34600,16,754,24800,29800,69400,12200,Approved,136200
3284,5,Not Graduate,No,1100,3900,20,858,6400,2400,7600,2200,Approved,18600
3285,3,Graduate,Yes,8600,21800,20,641,10600,17600,48000,18200,Approved,94400
3286,0,Not Graduate,Yes,9400,35500,16,592,18600,23600,61000,11600,Approved,114800
3287,3,Graduate,Yes,5300,20300,14,432,30000,0,34400,11800,Approved,76200
3288,1,Not Graduate,Yes,8700,33800,18,558,36600,23000,63000,11800,Approved,134400
3289,3,Graduate,Yes,4800,14200,12,547,20800,1400,19600,4800,Approved,46600
3290,4,Not Graduate,No,4400,9800,18,732,4800,4800,30200,8800,Approved,48600
3291,1,Graduate,Yes,5400,19300,12,784,10000,3600,40600,13000,Approved,67200
3292,5,Not Graduate,Yes,8400,31900,10,605,37800,20600,44000,18200,Approved,120600
3293,1,Graduate,Yes,5400,19500,18,688,24200,1600,34000,7000,Approved,66800
3294,3,Not Graduate,Yes,9400,32100,10,617,45400,11600,58800,22800,Approved,138600
3295,0,Not Graduate,Yes,800,2400,4,518,1000,1600,5600,1000,Approved,9200
3296,0,Not Graduate,No,3800,14800,10,390,11800,11400,19000,9200,Rejected,51400
3297,4,Graduate,No,3100,6300,4,370,17200,8200,17600,5600,Rejected,48600
3298,3,Not Graduate,Yes,6000,21300,4,802,9400,17800,34600,15200,Approved,77000
3299,2,Not Graduate,Yes,6800,15500,12,338,19800,2400,43600,17000,Rejected,82800
3300,5,Not Graduate,No,5200,11700,6,658,16200,10200,22800,11200,Approved,60400
3301,0,Not Graduate,No,1900,6700,12,595,6000,6400,9800,3400,Approved,25600
3302,5,Graduate,Yes,3600,8500,20,594,8800,12800,14800,9000,Approved,45400
3303,3,Graduate,Yes,1500,4100,14,611,1200,4000,9600,4200,Approved,19000
3304,3,Not Graduate,No,2000,5800,8,799,6000,6200,11000,2000,Approved,25200
3305,5,Graduate,No,9200,18600,20,497,2000,600,48400,21400,Approved,72400
3306,0,Not Graduate,Yes,6100,15900,18,456,25800,21600,38200,17600,Approved,103200
3307,5,Not Graduate,No,300,500,8,396,800,600,2400,400,Rejected,4200
3308,1,Graduate,No,800,2300,10,770,1800,1800,5800,2200,Approved,11600
3309,0,Not Graduate,No,3300,9000,16,797,6000,12800,20600,6600,Approved,46000
3310,1,Not Graduate,No,5800,18700,20,586,28200,6000,31200,12000,Approved,77400
3311,5,Not Graduate,No,8500,23400,16,604,50200,33000,49000,9600,Approved,141800
3312,0,Not Graduate,Yes,4100,12800,8,799,7400,1400,18800,5400,Approved,33000
3313,2,Graduate,No,7800,26400,4,763,4400,16800,33200,13400,Approved,67800
3314,0,Graduate,No,7500,23000,14,725,17800,9600,40400,14200,Approved,82000
3315,2,Graduate,No,2300,8800,18,336,3600,1600,10400,3000,Rejected,18600
3316,4,Graduate,Yes,600,2300,6,495,3400,1200,4000,600,Approved,9200
3317,1,Not Graduate,No,2900,11500,20,431,7200,7600,11800,6200,Approved,32800
3318,5,Not Graduate,No,900,2200,2,415,1200,3400,5800,1400,Approved,11800
3319,5,Graduate,Yes,9000,20400,6,451,10400,22800,56400,18000,Approved,107600
3320,1,Not Graduate,No,4800,14300,4,489,24800,15800,35400,7200,Approved,83200
3321,1,Graduate,No,1600,4600,12,415,1600,1200,7800,3000,Approved,13600
3322,3,Not Graduate,No,2600,8100,12,425,14600,3800,13600,4400,Approved,36400
3323,4,Graduate,Yes,1800,4600,14,453,3400,4800,9400,3200,Approved,20800
3324,5,Graduate,Yes,4400,11800,20,634,11800,14600,30400,8600,Approved,65400
3325,2,Not Graduate,No,200,300,20,519,0,0,800,600,Approved,1400
3326,4,Not Graduate,Yes,800,2100,6,353,1400,600,5800,2400,Rejected,10200
3327,3,Graduate,No,1500,3200,4,767,4000,800,7400,2800,Approved,15000
3328,0,Not Graduate,Yes,7700,16900,14,473,44200,8000,58000,12800,Approved,123000
3329,5,Graduate,Yes,7200,21300,2,801,19800,3400,40800,14400,Rejected,78400
3330,4,Graduate,No,1000,2300,16,543,400,200,4000,2000,Approved,6600
3331,1,Graduate,No,6300,17200,12,714,20200,8400,49400,17000,Approved,95000
3332,3,Graduate,No,1900,4100,12,830,9200,2200,10600,4200,Approved,26200
3333,5,Graduate,No,4400,15300,4,401,400,10800,35000,4800,Approved,51000
3334,0,Not Graduate,No,9100,26400,6,518,31600,2200,70600,11400,Approved,115800
3335,2,Graduate,Yes,900,2300,20,367,0,2400,6800,2600,Rejected,11800
3336,0,Graduate,Yes,4600,12000,12,493,9000,1400,32400,7200,Approved,50000
3337,2,Graduate,Yes,9400,22700,14,505,8000,33800,49400,23000,Approved,114200
3338,5,Graduate,No,6900,26500,16,322,41000,19600,34200,18800,Rejected,113600
3339,2,Graduate,No,300,900,8,735,1600,800,1000,200,Approved,3600
3340,5,Graduate,Yes,1900,6700,2,622,8400,400,7800,3400,Rejected,20000
3341,4,Graduate,Yes,4400,16400,6,513,10800,15000,26200,11400,Approved,63400
3342,4,Not Graduate,Yes,1200,4100,16,585,1800,1800,4600,1800,Approved,10000
3343,1,Graduate,Yes,1000,3000,10,813,5800,1000,6600,1600,Approved,15000
3344,0,Graduate,No,3100,10400,18,622,2600,10000,14400,3200,Approved,30200
3345,1,Graduate,Yes,2100,6300,16,899,4800,4400,8800,4400,Approved,22400
3346,0,Not Graduate,No,2100,4700,2,459,8000,2600,16200,2400,Approved,29200
3347,4,Graduate,No,9400,33300,18,369,41200,11200,64400,14400,Rejected,131200
3348,2,Not Graduate,No,9700,37700,6,601,600,6200,47600,23600,Approved,78000
3349,4,Graduate,No,1400,2700,18,703,1200,2600,10800,1800,Approved,16400
3350,2,Not Graduate,No,4700,14600,20,597,16400,12000,28200,13600,Approved,70200
3351,3,Not Graduate,Yes,4100,13300,10,670,3800,11000,26400,12200,Approved,53400
3352,4,Not Graduate,Yes,1200,2800,6,366,6600,600,8400,2800,Rejected,18400
3353,5,Not Graduate,No,7900,27800,16,857,46600,25000,34400,21200,Approved,127200
3354,2,Not Graduate,No,6600,15000,16,401,27200,13200,47000,6600,Approved,94000
3355,0,Not Graduate,No,2200,8800,4,437,3200,4600,16600,4000,Approved,28400
3356,3,Not Graduate,No,5500,17600,8,882,11600,15600,40600,6200,Approved,74000
3357,4,Graduate,No,5100,15500,8,392,13400,16200,27200,13400,Rejected,70200
3358,2,Not Graduate,Yes,3900,7700,10,421,19400,15000,28200,4200,Approved,66800
3359,5,Graduate,No,200,400,6,722,600,600,800,200,Approved,2200
3360,4,Graduate,No,5800,14700,10,692,4600,20200,35400,7800,Approved,68000
3361,5,Not Graduate,No,8300,20700,2,537,16800,28600,39400,15600,Approved,100400
3362,5,Graduate,Yes,2600,5500,8,676,13400,1600,14400,2600,Approved,32000
3363,1,Graduate,No,2100,8100,6,817,9200,5800,9800,5800,Approved,30600
3364,4,Not Graduate,No,3900,10800,20,433,9400,3200,29000,4600,Approved,46200
3365,1,Graduate,Yes,5200,16300,6,524,22000,6800,41400,9200,Approved,79400
3366,3,Not Graduate,Yes,7800,24400,20,490,13400,10200,35400,8200,Approved,67200
3367,3,Not Graduate,Yes,5400,14300,4,595,8200,5600,38600,9800,Approved,62200
3368,2,Not Graduate,No,2900,11000,2,835,9800,6400,23000,2800,Rejected,42000
3369,4,Graduate,No,7100,28300,6,850,11200,14200,52000,19400,Approved,96800
3370,1,Graduate,Yes,800,2500,4,409,2600,2000,6200,1800,Approved,12600
3371,5,Graduate,Yes,3400,12800,10,760,19600,8600,22000,9200,Approved,59400
3372,1,Graduate,Yes,6800,17600,14,344,11000,11200,36200,15400,Rejected,73800
3373,4,Graduate,Yes,7000,27100,12,881,16600,18800,34400,19000,Approved,88800
3374,0,Graduate,Yes,9300,24500,10,600,40400,1400,65200,10800,Approved,117800
3375,2,Graduate,No,7500,19900,10,790,7000,26000,39800,11800,Approved,84600
3376,3,Graduate,Yes,8000,31200,20,392,14600,16800,32000,12000,Rejected,75400
3377,5,Graduate,Yes,1600,4100,2,748,2800,2000,8400,2000,Rejected,15200
3378,1,Graduate,Yes,6700,18800,6,798,17400,11800,36000,12200,Approved,77400
3379,3,Not Graduate,No,3800,11400,4,323,11600,8000,19200,8800,Approved,47600
3380,1,Not Graduate,Yes,2700,5400,6,413,9600,3000,12200,5200,Approved,30000
3381,3,Graduate,No,1300,2900,8,733,7600,3800,7600,3600,Approved,22600
3382,4,Not Graduate,No,3400,10500,16,543,6200,9000,22200,9000,Approved,46400
3383,3,Graduate,No,3400,10900,14,757,10800,3200,15400,6000,Approved,35400
3384,5,Graduate,Yes,2400,6800,8,464,3800,2600,19000,3800,Approved,29200
3385,0,Not Graduate,No,1900,6900,4,749,4200,7400,8600,4400,Approved,24600
3386,4,Graduate,No,700,2200,6,680,600,400,5000,600,Approved,6600
3387,1,Not Graduate,No,6900,20900,4,574,6400,3600,50000,10400,Approved,70400
3388,5,Graduate,Yes,300,800,18,774,800,400,1800,800,Approved,3800
3389,3,Not Graduate,No,6000,18700,10,387,13200,12400,46600,13400,Rejected,85600
3390,1,Not Graduate,No,4300,16400,20,397,13400,12400,20400,11400,Rejected,57600
3391,4,Graduate,No,5800,13500,14,816,27600,18600,40800,15800,Approved,102800
3392,2,Graduate,Yes,3300,6700,8,845,2600,9200,24600,6400,Approved,42800
3393,2,Not Graduate,No,400,1500,4,743,1400,1000,2400,600,Approved,5400
3394,5,Not Graduate,No,300,600,4,418,1000,400,1400,400,Approved,3200
3395,1,Not Graduate,No,4200,10700,6,466,14800,14000,28000,9400,Approved,66200
3396,2,Not Graduate,Yes,600,2300,12,335,800,1800,2400,800,Rejected,5800
3397,5,Not Graduate,Yes,4400,15200,6,446,19000,4400,33400,11600,Approved,68400
3398,0,Graduate,Yes,9200,29400,2,868,18400,27600,64000,10600,Rejected,120600
3399,2,Graduate,Yes,6900,25300,4,763,18000,7200,42600,11000,Approved,78800
3400,5,Not Graduate,Yes,5100,13700,14,527,24200,17800,38800,9400,Approved,90200
3401,4,Graduate,No,3400,12700,2,741,6600,12200,15400,7400,Rejected,41600
3402,4,Not Graduate,Yes,8600,26800,12,802,14800,5600,64200,23400,Approved,108000
3403,3,Not Graduate,Yes,9200,28900,8,538,27800,16600,64800,9800,Approved,119000
3404,5,Graduate,Yes,4800,16300,4,523,17600,4600,20000,5600,Approved,47800
3405,4,Not Graduate,No,2800,8300,14,381,6400,2200,18200,3000,Rejected,29800
3406,1,Graduate,Yes,3400,7000,4,534,6200,3200,26000,8000,Approved,43400
3407,5,Not Graduate,Yes,800,2200,14,574,4400,2400,3400,2200,Approved,12400
3408,1,Not Graduate,No,4100,11100,6,405,24000,5800,18000,11800,Approved,59600
3409,0,Not Graduate,No,1900,3800,16,542,1600,1000,8000,4200,Approved,14800
3410,5,Graduate,Yes,6700,25400,14,820,20600,16200,37000,7800,Approved,81600
3411,0,Graduate,No,5200,13400,2,505,24000,15800,40800,12400,Approved,93000
3412,3,Graduate,Yes,6700,16400,2,508,8800,21800,50600,18400,Approved,99600
3413,1,Not Graduate,Yes,4700,15000,20,835,4200,5000,20200,7600,Approved,37000
3414,0,Not Graduate,No,6000,22000,12,826,2800,4000,28200,14000,Approved,49000
3415,5,Not Graduate,Yes,6500,18900,12,427,10200,3800,36400,15600,Approved,66000
3416,3,Graduate,No,500,2000,12,890,1600,1400,3600,800,Approved,7400
3417,4,Not Graduate,No,5700,13300,2,333,18800,6000,23600,16400,Rejected,64800
3418,4,Not Graduate,Yes,6800,20000,12,679,40400,21800,53800,13200,Approved,129200
3419,5,Not Graduate,No,3100,12300,18,805,9800,3800,12200,5600,Approved,31400
3420,3,Not Graduate,No,5100,11000,16,826,23600,5800,25800,5400,Approved,60600
3421,1,Not Graduate,Yes,6300,23900,10,844,32600,9800,33600,9000,Approved,85000
3422,5,Graduate,Yes,4400,14100,10,663,10600,9800,35000,5200,Approved,60600
3423,1,Not Graduate,No,8100,21900,6,884,30200,10800,55000,13200,Approved,109200
3424,1,Not Graduate,No,1100,3700,2,508,400,0,4400,2600,Approved,7400
3425,0,Graduate,Yes,2400,6900,4,581,10200,9000,12000,6800,Approved,38000
3426,3,Graduate,Yes,7000,26300,12,481,28600,25600,30200,19800,Approved,104200
3427,1,Graduate,Yes,8700,30000,12,543,43800,25400,61200,25400,Approved,155800
3428,0,Not Graduate,Yes,3500,12600,10,448,2400,5000,20800,7200,Approved,35400
3429,1,Graduate,Yes,1600,5300,4,713,2800,2800,9800,2600,Approved,18000
3430,5,Not Graduate,Yes,7800,17300,16,493,1600,9000,32600,18600,Approved,61800
3431,2,Not Graduate,No,3700,9200,10,819,17000,4000,20400,6200,Approved,47600
3432,4,Graduate,No,400,1400,18,827,-200,0,1800,1200,Approved,2800
3433,0,Not Graduate,No,4800,15700,10,398,9800,14800,34200,12800,Rejected,71600
3434,0,Graduate,Yes,2900,7500,18,692,6400,600,15000,8000,Approved,30000
3435,5,Graduate,Yes,5000,14600,18,509,23600,5000,39600,9800,Approved,78000
3436,0,Graduate,Yes,7600,18100,16,439,25600,11800,59600,21200,Approved,118200
3437,1,Graduate,No,3000,9400,4,622,1200,7000,19200,4000,Approved,31400
3438,3,Not Graduate,Yes,200,700,18,526,800,200,1000,0,Approved,2000
3439,5,Not Graduate,Yes,6800,19000,8,865,19000,14400,50000,12600,Approved,96000
3440,5,Not Graduate,Yes,9700,27400,2,328,0,36800,44000,15800,Rejected,96600
3441,0,Graduate,Yes,1200,4200,4,768,5600,4400,5600,3000,Approved,18600
3442,5,Not Graduate,Yes,7400,24000,16,854,8600,13400,41200,17400,Approved,80600
3443,4,Graduate,No,6900,20800,4,839,5200,4800,32200,14800,Approved,57000
3444,0,Not Graduate,Yes,9100,23300,18,414,35400,5000,67600,12800,Approved,120800
3445,0,Graduate,Yes,1300,4700,16,530,6400,2000,7600,1600,Approved,17600
3446,3,Graduate,No,6600,14600,10,841,30600,24200,29600,12000,Approved,96400
3447,3,Not Graduate,Yes,1800,5700,14,670,10600,6200,7000,5400,Approved,29200
3448,5,Not Graduate,Yes,8200,20900,14,726,22800,9600,52000,16800,Approved,101200
3449,4,Not Graduate,No,2800,8300,14,352,9800,5200,14200,7400,Rejected,36600
3450,1,Graduate,Yes,7000,16000,4,554,26000,17200,53200,15800,Approved,112200
3451,4,Graduate,No,700,1800,18,728,800,2600,4400,1200,Approved,9000
3452,0,Not Graduate,No,7400,25500,6,463,4600,11200,53600,16800,Approved,86200
3453,5,Not Graduate,Yes,2300,5000,10,431,600,7400,17400,5800,Approved,31200
3454,1,Graduate,Yes,600,1900,8,445,2400,200,3200,600,Approved,6400
3455,5,Graduate,No,1000,3000,4,896,5600,2200,4000,2200,Approved,14000
3456,1,Not Graduate,Yes,2200,5200,8,420,5800,200,10000,4600,Approved,20600
3457,1,Not Graduate,No,8000,30900,2,315,47000,2400,39000,14600,Approved,103000
3458,4,Not Graduate,No,8600,20900,10,867,48600,14400,47400,19800,Approved,130200
3459,3,Not Graduate,Yes,7500,26000,2,342,27800,3800,53800,22400,Approved,107800
3460,5,Not Graduate,Yes,5200,11800,18,711,28600,10200,31000,9000,Approved,78800
3461,2,Not Graduate,No,7900,20900,2,723,3400,3600,32600,14200,Rejected,53800
3462,1,Graduate,Yes,4200,11300,4,704,9400,5600,29800,8000,Approved,52800
3463,0,Graduate,No,6500,20200,16,842,16600,24400,28600,19200,Approved,88800
3464,0,Graduate,Yes,7400,15200,12,600,12400,17000,37600,8200,Approved,75200
3465,3,Not Graduate,No,9100,25600,12,688,17800,32600,55800,22200,Approved,128400
3466,0,Not Graduate,No,800,2300,16,739,3600,1200,4000,800,Approved,9600
3467,1,Graduate,Yes,800,2800,10,798,2600,2600,5000,800,Approved,11000
3468,5,Graduate,Yes,4100,9900,4,319,15200,14800,24000,11000,Rejected,65000
3469,5,Graduate,Yes,4200,8700,6,583,12000,1600,17000,5000,Approved,35600
3470,3,Graduate,Yes,4800,11500,12,535,7200,16000,31200,10800,Approved,65200
3471,3,Not Graduate,Yes,8300,25900,8,696,28800,24400,47000,14200,Approved,114400
3472,4,Not Graduate,No,7600,23900,8,672,5000,3200,40400,13400,Approved,62000
3473,4,Graduate,No,5100,12300,20,410,18400,18400,37400,11200,Approved,85400
3474,5,Graduate,No,3600,11600,14,546,17000,600,24000,9600,Approved,51200
3475,3,Not Graduate,Yes,5400,16800,16,550,21400,12800,26800,14000,Approved,75000
3476,5,Not Graduate,No,700,1400,4,344,3000,1600,5200,600,Rejected,10400
3477,2,Not Graduate,Yes,9800,38200,10,743,10800,29600,48600,10600,Approved,99600
3478,4,Graduate,No,9700,36400,4,772,27600,22600,76200,27000,Approved,153400
3479,0,Graduate,Yes,9400,29900,12,302,24600,3000,71400,16400,Rejected,115400
3480,3,Graduate,Yes,3200,9100,18,376,9000,1600,18000,3400,Rejected,32000
3481,0,Graduate,Yes,3700,11600,10,747,0,9000,18000,7000,Approved,34000
3482,2,Graduate,Yes,4200,15800,6,710,24600,7400,25200,9200,Approved,66400
3483,2,Not Graduate,No,7000,24200,6,892,41200,1000,42800,18400,Approved,103400
3484,3,Not Graduate,No,3200,11500,16,492,9600,4600,20800,6400,Approved,41400
3485,5,Graduate,No,7900,17700,2,559,39400,5600,57800,10800,Rejected,113600
3486,3,Not Graduate,No,2200,8300,18,314,2200,1800,11600,4000,Rejected,19600
3487,0,Graduate,Yes,2700,8400,6,744,2400,8200,15000,4000,Approved,29600
3488,5,Not Graduate,No,6800,18000,12,690,35600,23600,50000,18600,Approved,127800
3489,3,Graduate,Yes,6300,23300,4,347,36600,24400,42200,16200,Approved,119400
3490,5,Graduate,Yes,9000,31400,2,677,24000,21600,41400,17400,Rejected,104400
3491,1,Graduate,No,4700,15700,4,468,26600,10200,32400,7200,Approved,76400
3492,2,Not Graduate,No,8100,17500,4,674,21600,25400,46400,18600,Approved,112000
3493,2,Not Graduate,No,9000,27300,14,353,45200,8800,53800,14400,Rejected,122200
3494,4,Not Graduate,No,3800,14100,8,727,7800,9800,16400,10800,Approved,44800
3495,4,Not Graduate,Yes,8800,22200,10,512,13600,8000,63800,19800,Approved,105200
3496,3,Not Graduate,Yes,8700,27200,18,454,18200,18600,61800,24000,Approved,122600
3497,5,Not Graduate,No,5000,12400,14,315,14800,17200,34000,8000,Rejected,74000
3498,0,Not Graduate,Yes,6000,22700,10,480,400,23800,27400,17400,Approved,69000
3499,2,Graduate,Yes,9100,24200,16,685,51200,3800,62200,18200,Approved,135400
3500,1,Graduate,No,7400,17900,6,460,5200,2600,51800,10000,Approved,69600
3501,1,Not Graduate,Yes,8300,28400,16,704,2800,23400,33800,22800,Approved,82800
3502,1,Graduate,Yes,7600,23900,12,692,1000,24400,54000,10000,Approved,89400
3503,1,Not Graduate,Yes,3500,9600,4,398,3400,12000,15800,9200,Rejected,40400
3504,5,Graduate,Yes,1000,3500,18,882,1800,1000,5800,1200,Approved,9800
3505,5,Graduate,Yes,9900,25900,4,860,15600,400,76000,10800,Approved,102800
3506,2,Graduate,Yes,5700,15100,18,330,11800,7600,33200,12400,Rejected,65000
3507,5,Graduate,No,700,2400,16,447,2600,1400,5200,1600,Approved,10800
3508,0,Not Graduate,Yes,9600,23800,12,788,19800,28800,42400,20800,Approved,111800
3509,1,Not Graduate,No,9300,28900,6,526,22200,3200,39400,22000,Approved,86800
3510,0,Graduate,No,9500,28400,18,577,12400,20600,60400,28200,Approved,121600
3511,4,Graduate,Yes,8700,23400,16,372,21200,23400,40000,16000,Rejected,100600
3512,5,Graduate,Yes,7300,21000,14,759,31000,16000,40600,21600,Approved,109200
3513,3,Graduate,Yes,4100,12700,10,465,12800,3800,28200,6400,Approved,51200
3514,2,Graduate,No,2900,10200,4,789,2400,8200,12200,7200,Approved,30000
3515,3,Graduate,Yes,7500,17900,2,680,14000,23600,50000,12600,Rejected,100200
3516,1,Graduate,No,7900,25700,20,681,29800,6000,36200,17600,Approved,89600
3517,1,Graduate,Yes,6900,22300,16,673,34800,200,42600,18000,Approved,95600
3518,0,Not Graduate,No,6900,22900,10,313,11200,18600,52400,16000,Rejected,98200
3519,0,Not Graduate,No,4800,18800,16,551,15800,18800,34600,11000,Approved,80200
3520,5,Graduate,Yes,7700,24400,8,453,2800,15400,44000,20000,Approved,82200
3521,3,Not Graduate,No,6900,22700,4,650,1800,26800,31000,12800,Approved,72400
3522,1,Not Graduate,No,1200,4500,4,439,6400,3600,5800,2400,Approved,18200
3523,1,Graduate,No,2900,9600,4,658,16400,8600,14000,5400,Approved,44400
3524,4,Graduate,Yes,5500,18900,6,379,27800,18200,37000,6200,Rejected,89200
3525,4,Graduate,Yes,3200,10700,4,450,14600,6000,16400,3600,Approved,40600
3526,5,Not Graduate,No,2600,8200,4,849,14800,4000,17800,5400,Approved,42000
3527,0,Graduate,No,500,1600,18,865,2800,800,2000,400,Approved,6000
3528,0,Graduate,No,1800,6900,10,853,1800,800,7400,3400,Rejected,13400
3529,0,Not Graduate,No,1300,4900,12,555,4800,2400,8200,3400,Approved,18800
3530,1,Not Graduate,No,9900,20700,20,821,25400,16400,76200,22200,Approved,140200
3531,0,Not Graduate,No,2000,4700,2,820,9400,1000,15800,2400,Rejected,28600
3532,1,Not Graduate,No,5100,15300,4,721,14000,12200,30600,11800,Approved,68600
3533,4,Graduate,Yes,8200,24000,20,831,46000,6000,49600,10800,Approved,112400
3534,5,Not Graduate,No,4200,12600,18,571,17800,6400,23400,12400,Approved,60000
3535,2,Not Graduate,Yes,1300,4900,8,582,4200,3600,6800,3400,Approved,18000
3536,1,Not Graduate,Yes,4600,13600,18,487,22400,17000,31000,10800,Approved,81200
